1468514643.436225,RPM,1115.0,r/min
1468514643.436796,Consumption,3.9,l/h
1468514643.534800,RPM,1114.0,r/min
1468514643.535377,Consumption,3.9,l/h
1468514643.634531,RPM,1114.0,r/min
1468514643.635115,Consumption,3.8,l/h
1468514643.734561,RPM,1114.0,r/min
1468514643.735145,Consumption,3.8,l/h
1468514643.836088,RPM,1114.0,r/min
1468514643.836671,Consumption,3.8,l/h
1468514643.934540,RPM,1114.0,r/min
1468514643.935113,Consumption,3.7,l/h
1468514644.035055,RPM,1114.0,r/min
1468514644.035639,Consumption,3.8,l/h
1468514644.134712,RPM,1116.0,r/min
1468514644.135284,Consumption,3.7,l/h
1468514644.235866,RPM,1114.0,r/min
1468514644.236439,Consumption,3.7,l/h
1468514644.334830,RPM,1113.0,r/min
1468514644.335402,Consumption,3.7,l/h
1468514644.434479,RPM,1113.0,r/min
1468514644.435063,Consumption,3.8,l/h
1468514644.534521,RPM,1113.0,r/min
1468514644.535105,Consumption,3.8,l/h
1468514644.635767,RPM,1114.0,r/min
1468514644.636339,Consumption,3.7,l/h
1468514644.734546,RPM,1116.0,r/min
1468514644.735117,Consumption,3.7,l/h
1468514644.834543,RPM,1116.0,r/min
1468514644.835120,Consumption,3.9,l/h
1468514644.934577,RPM,1113.0,r/min
1468514644.935161,Consumption,3.8,l/h
1468514645.037215,RPM,1110.0,r/min
1468514645.037800,Consumption,3.8,l/h
1468514645.134761,RPM,1112.0,r/min
1468514645.135346,Consumption,3.8,l/h
1468514645.234600,RPM,1111.0,r/min
1468514645.235183,Consumption,3.8,l/h
1468514645.334655,RPM,1113.0,r/min
1468514645.335231,Consumption,3.9,l/h
1468514645.437077,RPM,1112.0,r/min
1468514645.437649,Consumption,3.7,l/h
1468514645.534563,RPM,1113.0,r/min
1468514645.535138,Consumption,3.9,l/h
1468514645.634652,RPM,1114.0,r/min
1468514645.635237,Consumption,3.8,l/h
1468514645.734547,RPM,1112.0,r/min
1468514645.735131,Consumption,3.8,l/h
1468514645.836513,RPM,1111.0,r/min
1468514645.837097,Consumption,3.8,l/h
1468514645.934695,RPM,1112.0,r/min
1468514645.935280,Consumption,3.8,l/h
1468514646.035233,RPM,1113.0,r/min
1468514646.035817,Consumption,3.8,l/h
1468514646.134619,RPM,1114.0,r/min
1468514646.135190,Consumption,3.7,l/h
1468514646.235932,RPM,1113.0,r/min
1468514646.236508,Consumption,3.9,l/h
1468514646.334956,RPM,1112.0,r/min
1468514646.335531,Consumption,3.9,l/h
1468514646.434649,RPM,1111.0,r/min
1468514646.435226,Consumption,3.9,l/h
1468514646.534536,RPM,1112.0,r/min
1468514646.535119,Consumption,3.8,l/h
1468514646.635138,RPM,1112.0,r/min
1468514646.635722,Consumption,3.8,l/h
1468514646.734781,RPM,1112.0,r/min
1468514646.735364,Consumption,3.8,l/h
1468514646.834602,RPM,1112.0,r/min
1468514646.835186,Consumption,3.8,l/h
1468514646.934637,RPM,1114.0,r/min
1468514646.935221,Consumption,3.8,l/h
1468514647.036414,RPM,1113.0,r/min
1468514647.036998,Consumption,3.8,l/h
1468514647.135028,RPM,1111.0,r/min
1468514647.135612,Consumption,3.8,l/h
1468514647.234566,RPM,1113.0,r/min
1468514647.235151,Consumption,3.8,l/h
1468514647.334565,RPM,1115.0,r/min
1468514647.335137,Consumption,3.7,l/h
1468514647.436268,RPM,1116.0,r/min
1468514647.436840,Consumption,3.7,l/h
1468514647.534933,RPM,1114.0,r/min
1468514647.535504,Consumption,3.7,l/h
1468514647.634534,RPM,1113.0,r/min
1468514647.635111,Consumption,3.9,l/h
1468514647.734561,RPM,1112.0,r/min
1468514647.735137,Consumption,3.9,l/h
1468514647.836171,RPM,1111.0,r/min
1468514647.836747,Consumption,3.9,l/h
1468514647.934650,RPM,1111.0,r/min
1468514647.935231,Consumption,3.8,l/h
1468514648.035344,RPM,1112.0,r/min
1468514648.035916,Consumption,3.7,l/h
1468514648.135267,RPM,1112.0,r/min
1468514648.135838,Consumption,3.7,l/h
1468514648.236220,RPM,1113.0,r/min
1468514648.236804,Consumption,3.8,l/h
1468514648.335015,RPM,1114.0,r/min
1468514648.335599,Consumption,3.8,l/h
1468514648.434580,RPM,1113.0,r/min
1468514648.435164,Consumption,3.8,l/h
1468514648.534746,RPM,1112.0,r/min
1468514648.535315,Consumption,3.8,l/h
1468514648.636212,RPM,1111.0,r/min
1468514648.636791,Consumption,3.8,l/h
1468514648.734611,RPM,1112.0,r/min
1468514648.735176,Consumption,3.7,l/h
1468514648.834561,RPM,1114.0,r/min
1468514648.835130,Consumption,3.9,l/h
1468514648.934568,RPM,1114.0,r/min
1468514648.935157,Consumption,3.8,l/h
1468514649.035605,RPM,1112.0,r/min
1468514649.036183,Consumption,3.9,l/h
1468514649.134793,RPM,1112.0,r/min
1468514649.135372,Consumption,3.9,l/h
1468514649.234564,RPM,1111.0,r/min
1468514649.235146,Consumption,3.8,l/h
1468514649.334586,RPM,1111.0,r/min
1468514649.335175,Consumption,3.8,l/h
1468514649.436027,RPM,1112.0,r/min
1468514649.436609,Consumption,3.8,l/h
1468514649.534612,RPM,1112.0,r/min
1468514649.535184,Consumption,3.7,l/h
1468514649.634607,RPM,1113.0,r/min
1468514649.635183,Consumption,3.9,l/h
1468514649.734764,RPM,1113.0,r/min
1468514649.735348,Consumption,3.8,l/h
1468514649.836581,RPM,1112.0,r/min
1468514649.837166,Consumption,3.8,l/h
1468514649.934996,RPM,1111.0,r/min
1468514649.935580,Consumption,3.8,l/h
1468514650.035235,RPM,1116.0,r/min
1468514650.035815,Consumption,3.6,l/h
1468514650.134598,RPM,1117.0,r/min
1468514650.135181,Consumption,3.1,l/h
1468514650.236350,RPM,1118.0,r/min
1468514650.236933,Consumption,3.0,l/h
1468514650.334635,RPM,1116.0,r/min
1468514650.335220,Consumption,3.1,l/h
1468514650.434561,RPM,1112.0,r/min
1468514650.435145,Consumption,3.1,l/h
1468514650.534580,RPM,1110.0,r/min
1468514650.535163,Consumption,3.1,l/h
1468514650.636177,RPM,1110.0,r/min
1468514650.636760,Consumption,3.1,l/h
1468514650.735063,RPM,1109.0,r/min
1468514650.735647,Consumption,3.1,l/h
1468514650.834777,RPM,1109.0,r/min
1468514650.835361,Consumption,3.0,l/h
1468514650.934611,RPM,1109.0,r/min
1468514650.935196,Consumption,3.1,l/h
1468514651.036890,RPM,1110.0,r/min
1468514651.037473,Consumption,3.1,l/h
1468514651.134760,RPM,1109.0,r/min
1468514651.135340,Consumption,3.2,l/h
1468514651.234540,RPM,1107.0,r/min
1468514651.235125,Consumption,3.1,l/h
1468514651.334591,RPM,1106.0,r/min
1468514651.335174,Consumption,3.0,l/h
1468514651.435200,RPM,1108.0,r/min
1468514651.435784,Consumption,3.0,l/h
1468514651.534681,RPM,1109.0,r/min
1468514651.535266,Consumption,3.0,l/h
1468514651.634912,RPM,1110.0,r/min
1468514651.635496,Consumption,3.1,l/h
1468514651.734679,RPM,1111.0,r/min
1468514651.735258,Consumption,3.2,l/h
1468514651.836110,RPM,1107.0,r/min
1468514651.836689,Consumption,2.9,l/h
1468514651.934743,RPM,1105.0,r/min
1468514651.935327,Consumption,3.0,l/h
1468514652.035209,RPM,1107.0,r/min
1468514652.035793,Consumption,3.1,l/h
1468514652.134659,RPM,1107.0,r/min
1468514652.135244,Consumption,3.1,l/h
1468514652.236397,RPM,1107.0,r/min
1468514652.236981,Consumption,3.1,l/h
1468514652.334870,RPM,1108.0,r/min
1468514652.335455,Consumption,3.1,l/h
1468514652.434560,RPM,1109.0,r/min
1468514652.435137,Consumption,3.3,l/h
1468514652.534610,RPM,1108.0,r/min
1468514652.535189,Consumption,3.2,l/h
1468514652.636421,RPM,1108.0,r/min
1468514652.636999,Consumption,3.2,l/h
1468514652.734683,RPM,1110.0,r/min
1468514652.735262,Consumption,3.1,l/h
1468514652.834594,RPM,1111.0,r/min
1468514652.835178,Consumption,3.0,l/h
1468514652.934612,RPM,1110.0,r/min
1468514652.935192,Consumption,3.2,l/h
1468514653.037115,RPM,1110.0,r/min
1468514653.037694,Consumption,3.2,l/h
1468514653.135177,RPM,1109.0,r/min
1468514653.135758,Consumption,3.2,l/h
1468514653.234635,RPM,1108.0,r/min
1468514653.235219,Consumption,3.1,l/h
1468514653.334641,RPM,1109.0,r/min
1468514653.335221,Consumption,3.2,l/h
1468514653.435883,RPM,1109.0,r/min
1468514653.436467,Consumption,3.1,l/h
1468514653.534618,RPM,1109.0,r/min
1468514653.535201,Consumption,3.1,l/h
1468514653.634676,RPM,1110.0,r/min
1468514653.635260,Consumption,3.1,l/h
1468514653.734634,RPM,1108.0,r/min
1468514653.735218,Consumption,3.0,l/h
1468514653.835983,RPM,1106.0,r/min
1468514653.836567,Consumption,3.1,l/h
1468514653.934822,RPM,1107.0,r/min
1468514653.935405,Consumption,3.1,l/h
1468514654.035177,RPM,1106.0,r/min
1468514654.035761,Consumption,3.1,l/h
1468514654.135388,RPM,1105.0,r/min
1468514654.135972,Consumption,3.0,l/h
1468514654.236032,RPM,1109.0,r/min
1468514654.236616,Consumption,3.0,l/h
1468514654.334662,RPM,1108.0,r/min
1468514654.335242,Consumption,3.2,l/h
1468514654.434660,RPM,1108.0,r/min
1468514654.435241,Consumption,3.2,l/h
1468514654.534750,RPM,1108.0,r/min
1468514654.535334,Consumption,3.1,l/h
1468514654.636378,RPM,1108.0,r/min
1468514654.636966,Consumption,3.1,l/h
1468514654.736288,RPM,1110.0,r/min
1468514654.736871,Consumption,3.1,l/h
1468514654.834673,RPM,1110.0,r/min
1468514654.835257,Consumption,3.0,l/h
1468514654.934635,RPM,1113.0,r/min
1468514654.935216,Consumption,3.2,l/h
1468514655.037689,RPM,1119.0,r/min
1468514655.038261,Consumption,3.5,l/h
1468514655.134763,RPM,1128.0,r/min
1468514655.135339,Consumption,3.9,l/h
1468514655.235469,RPM,1137.0,r/min
1468514655.236046,Consumption,3.9,l/h
1468514655.334644,RPM,1146.0,r/min
1468514655.335220,Consumption,4.0,l/h
1468514655.436430,RPM,1157.0,r/min
1468514655.437005,Consumption,4.0,l/h
1468514655.535032,RPM,1165.0,r/min
1468514655.535607,Consumption,4.0,l/h
1468514655.634668,RPM,1171.0,r/min
1468514655.635243,Consumption,4.1,l/h
1468514655.734668,RPM,1178.0,r/min
1468514655.735245,Consumption,3.9,l/h
1468514655.836239,RPM,1188.0,r/min
1468514655.836814,Consumption,4.2,l/h
1468514655.934741,RPM,1202.0,r/min
1468514655.935313,Consumption,4.5,l/h
1468514656.035187,RPM,1214.0,r/min
1468514656.035767,Consumption,4.3,l/h
1468514656.134684,RPM,1226.0,r/min
1468514656.135257,Consumption,4.5,l/h
1468514656.235298,RPM,1241.0,r/min
1468514656.235871,Consumption,4.7,l/h
1468514656.334780,RPM,1251.0,r/min
1468514656.335353,Consumption,4.7,l/h
1468514656.434687,RPM,1258.0,r/min
1468514656.435259,Consumption,4.7,l/h
1468514656.534657,RPM,1262.0,r/min
1468514656.535238,Consumption,4.3,l/h
1468514656.636248,RPM,1268.0,r/min
1468514656.636832,Consumption,4.6,l/h
1468514656.734670,RPM,1271.0,r/min
1468514656.735243,Consumption,4.5,l/h
1468514656.834684,RPM,1271.0,r/min
1468514656.835260,Consumption,4.4,l/h
1468514656.934687,RPM,1270.0,r/min
1468514656.935259,Consumption,4.5,l/h
1468514657.037124,RPM,1275.0,r/min
1468514657.037708,Consumption,4.6,l/h
1468514657.135404,RPM,1282.0,r/min
1468514657.135988,Consumption,4.6,l/h
1468514657.234653,RPM,1287.0,r/min
1468514657.235224,Consumption,4.7,l/h
1468514657.334671,RPM,1277.0,r/min
1468514657.335244,Consumption,4.5,l/h
1468514657.437077,RPM,1246.0,r/min
1468514657.437664,Consumption,1.6,l/h
1468514657.534823,RPM,1227.0,r/min
1468514657.535404,Consumption,2.3,l/h
1468514657.634804,RPM,1225.0,r/min
1468514657.635381,Consumption,4.0,l/h
1468514657.734672,RPM,1229.0,r/min
1468514657.735248,Consumption,4.1,l/h
1468514657.836901,RPM,1231.0,r/min
1468514657.837478,Consumption,4.1,l/h
1468514657.935388,RPM,1232.0,r/min
1468514657.935965,Consumption,4.1,l/h
1468514658.035377,RPM,1234.0,r/min
1468514658.035954,Consumption,4.1,l/h
1468514658.134723,RPM,1234.0,r/min
1468514658.135300,Consumption,4.1,l/h
1468514658.236133,RPM,1234.0,r/min
1468514658.236710,Consumption,4.1,l/h
1468514658.334774,RPM,1235.0,r/min
1468514658.335350,Consumption,4.1,l/h
1468514658.434648,RPM,1233.0,r/min
1468514658.435224,Consumption,3.9,l/h
1468514658.534842,RPM,1232.0,r/min
1468514658.535419,Consumption,3.9,l/h
1468514658.635479,RPM,1234.0,r/min
1468514658.636053,Consumption,3.9,l/h
1468514658.734779,RPM,1232.0,r/min
1468514658.735350,Consumption,3.9,l/h
1468514658.834624,RPM,1230.0,r/min
1468514658.835204,Consumption,3.6,l/h
1468514658.934674,RPM,1228.0,r/min
1468514658.935259,Consumption,3.8,l/h
1468514659.036681,RPM,1227.0,r/min
1468514659.037256,Consumption,3.9,l/h
1468514659.134737,RPM,1229.0,r/min
1468514659.135314,Consumption,4.0,l/h
1468514659.234711,RPM,1227.0,r/min
1468514659.235287,Consumption,4.0,l/h
1468514659.334961,RPM,1229.0,r/min
1468514659.335538,Consumption,4.1,l/h
1468514659.437575,RPM,1230.0,r/min
1468514659.438155,Consumption,4.0,l/h
1468514659.535060,RPM,1228.0,r/min
1468514659.535636,Consumption,4.0,l/h
1468514659.634875,RPM,1228.0,r/min
1468514659.635468,Consumption,3.8,l/h
1468514659.734702,RPM,1227.0,r/min
1468514659.735286,Consumption,3.9,l/h
1468514659.836560,RPM,1226.0,r/min
1468514659.837158,Consumption,3.9,l/h
1468514659.934741,RPM,1226.0,r/min
1468514659.935292,Consumption,4.0,l/h
1468514660.035341,RPM,1226.0,r/min
1468514660.035921,Consumption,4.0,l/h
1468514660.134741,RPM,1226.0,r/min
1468514660.135319,Consumption,4.0,l/h
1468514660.236714,RPM,1225.0,r/min
1468514660.237292,Consumption,4.0,l/h
1468514660.334939,RPM,1222.0,r/min
1468514660.335518,Consumption,4.0,l/h
1468514660.434731,RPM,1217.0,r/min
1468514660.435303,Consumption,3.5,l/h
1468514660.534827,RPM,1216.0,r/min
1468514660.535405,Consumption,3.7,l/h
1468514660.636126,RPM,1215.0,r/min
1468514660.636715,Consumption,3.8,l/h
1468514660.734858,RPM,1217.0,r/min
1468514660.735448,Consumption,3.8,l/h
1468514660.834684,RPM,1215.0,r/min
1468514660.835263,Consumption,4.0,l/h
1468514660.934910,RPM,1216.0,r/min
1468514660.935494,Consumption,3.8,l/h
1468514661.035790,RPM,1215.0,r/min
1468514661.036381,Consumption,3.8,l/h
1468514661.135159,RPM,1214.0,r/min
1468514661.135751,Consumption,3.8,l/h
1468514661.234679,RPM,1214.0,r/min
1468514661.235259,Consumption,3.9,l/h
1468514661.334784,RPM,1215.0,r/min
1468514661.335371,Consumption,3.8,l/h
1468514661.436255,RPM,1214.0,r/min
1468514661.436842,Consumption,3.8,l/h
1468514661.534767,RPM,1214.0,r/min
1468514661.535351,Consumption,3.9,l/h
1468514661.634767,RPM,1215.0,r/min
1468514661.635348,Consumption,3.8,l/h
1468514661.734778,RPM,1215.0,r/min
1468514661.735354,Consumption,3.9,l/h
1468514661.837228,RPM,1214.0,r/min
1468514661.837812,Consumption,3.9,l/h
1468514661.935278,RPM,1214.0,r/min
1468514661.935855,Consumption,3.9,l/h
1468514662.035344,RPM,1214.0,r/min
1468514662.035920,Consumption,3.9,l/h
1468514662.134837,RPM,1215.0,r/min
1468514662.135414,Consumption,4.0,l/h
1468514662.236363,RPM,1216.0,r/min
1468514662.236939,Consumption,3.9,l/h
1468514662.334812,RPM,1216.0,r/min
1468514662.335396,Consumption,3.8,l/h
1468514662.435074,RPM,1216.0,r/min
1468514662.435651,Consumption,3.9,l/h
1468514662.534776,RPM,1215.0,r/min
1468514662.535353,Consumption,3.9,l/h
1468514662.636695,RPM,1216.0,r/min
1468514662.637271,Consumption,4.0,l/h
1468514662.734977,RPM,1217.0,r/min
1468514662.735553,Consumption,4.0,l/h
1468514662.834779,RPM,1215.0,r/min
1468514662.835363,Consumption,3.8,l/h
1468514662.934973,RPM,1215.0,r/min
1468514662.935549,Consumption,3.9,l/h
1468514663.036812,RPM,1218.0,r/min
1468514663.037388,Consumption,4.0,l/h
1468514663.135211,RPM,1218.0,r/min
1468514663.135788,Consumption,4.0,l/h
1468514663.234707,RPM,1218.0,r/min
1468514663.235283,Consumption,4.0,l/h
1468514663.334760,RPM,1218.0,r/min
1468514663.335336,Consumption,3.9,l/h
1468514663.435350,RPM,1218.0,r/min
1468514663.435926,Consumption,3.9,l/h
1468514663.534905,RPM,1218.0,r/min
1468514663.535481,Consumption,3.9,l/h
1468514663.634834,RPM,1217.0,r/min
1468514663.635410,Consumption,4.0,l/h
1468514663.734753,RPM,1217.0,r/min
1468514663.735329,Consumption,3.9,l/h
1468514663.836059,RPM,1217.0,r/min
1468514663.836635,Consumption,4.0,l/h
1468514663.934782,RPM,1218.0,r/min
1468514663.935358,Consumption,4.0,l/h
1468514664.035752,RPM,1218.0,r/min
1468514664.036328,Consumption,3.9,l/h
1468514664.134841,RPM,1217.0,r/min
1468514664.135413,Consumption,3.7,l/h
1468514664.236553,RPM,1214.0,r/min
1468514664.237125,Consumption,3.7,l/h
1468514664.334830,RPM,1214.0,r/min
1468514664.335402,Consumption,3.7,l/h
1468514664.434812,RPM,1214.0,r/min
1468514664.435384,Consumption,3.7,l/h
1468514664.534784,RPM,1214.0,r/min
1468514664.535355,Consumption,3.7,l/h
1468514664.636354,RPM,1215.0,r/min
1468514664.636937,Consumption,3.8,l/h
1468514664.734822,RPM,1215.0,r/min
1468514664.735400,Consumption,3.7,l/h
1468514664.834960,RPM,1216.0,r/min
1468514664.835532,Consumption,3.7,l/h
1468514664.934879,RPM,1216.0,r/min
1468514664.935462,Consumption,3.7,l/h
1468514665.037122,RPM,1214.0,r/min
1468514665.037702,Consumption,3.6,l/h
1468514665.135339,RPM,1213.0,r/min
1468514665.135920,Consumption,3.6,l/h
1468514665.234806,RPM,1212.0,r/min
1468514665.235377,Consumption,3.7,l/h
1468514665.334808,RPM,1213.0,r/min
1468514665.335392,Consumption,3.8,l/h
1468514665.436258,RPM,1210.0,r/min
1468514665.436841,Consumption,3.8,l/h
1468514665.535029,RPM,1199.0,r/min
1468514665.535613,Consumption,3.0,l/h
1468514665.634763,RPM,1196.0,r/min
1468514665.635342,Consumption,3.6,l/h
1468514665.734789,RPM,1196.0,r/min
1468514665.735364,Consumption,3.9,l/h
1468514665.835310,RPM,1197.0,r/min
1468514665.835883,Consumption,3.7,l/h
1468514665.935141,RPM,1198.0,r/min
1468514665.935713,Consumption,3.7,l/h
1468514666.035339,RPM,1198.0,r/min
1468514666.035920,Consumption,3.6,l/h
1468514666.134827,RPM,1199.0,r/min
1468514666.135408,Consumption,3.6,l/h
1468514666.236303,RPM,1198.0,r/min
1468514666.236882,Consumption,3.6,l/h
1468514666.334832,RPM,1198.0,r/min
1468514666.335412,Consumption,3.6,l/h
1468514666.434806,RPM,1198.0,r/min
1468514666.435386,Consumption,3.6,l/h
1468514666.534816,RPM,1198.0,r/min
1468514666.535388,Consumption,3.7,l/h
1468514666.637123,RPM,1177.0,r/min
1468514666.637703,Consumption,0.7,l/h
1468514666.735337,RPM,1091.0,r/min
1468514666.735917,Consumption,0.7,l/h
1468514666.834811,RPM,1002.0,r/min
1468514666.835395,Consumption,0.0,l/h
1468514666.934776,RPM,925.0,r/min
1468514666.935361,Consumption,0.0,l/h
1468514667.036954,RPM,851.0,r/min
1468514667.037538,Consumption,0.0,l/h
1468514667.135019,RPM,781.0,r/min
1468514667.135602,Consumption,0.0,l/h
1468514667.235033,RPM,767.0,r/min
1468514667.235617,Consumption,3.1,l/h
1468514667.334919,RPM,772.0,r/min
1468514667.335503,Consumption,1.4,l/h
1468514667.436474,RPM,778.0,r/min
1468514667.437054,Consumption,1.7,l/h
1468514667.534824,RPM,777.0,r/min
1468514667.535405,Consumption,1.7,l/h
1468514667.634802,RPM,781.0,r/min
1468514667.635378,Consumption,1.9,l/h
1468514667.734809,RPM,785.0,r/min
1468514667.735389,Consumption,2.0,l/h
1468514667.836510,RPM,785.0,r/min
1468514667.837086,Consumption,1.9,l/h
1468514667.934820,RPM,789.0,r/min
1468514667.935396,Consumption,2.1,l/h
1468514668.035347,RPM,791.0,r/min
1468514668.035927,Consumption,2.0,l/h
1468514668.134788,RPM,789.0,r/min
1468514668.135364,Consumption,2.1,l/h
1468514668.235262,RPM,792.0,r/min
1468514668.235838,Consumption,2.1,l/h
1468514668.334825,RPM,793.0,r/min
1468514668.335408,Consumption,2.1,l/h
1468514668.434906,RPM,792.0,r/min
1468514668.435480,Consumption,2.0,l/h
1468514668.534816,RPM,795.0,r/min
1468514668.535405,Consumption,2.1,l/h
1468514668.636237,RPM,795.0,r/min
1468514668.636834,Consumption,2.1,l/h
1468514668.734880,RPM,793.0,r/min
1468514668.735471,Consumption,2.1,l/h
1468514668.834920,RPM,795.0,r/min
1468514668.835508,Consumption,2.0,l/h
1468514668.934887,RPM,795.0,r/min
1468514668.935466,Consumption,2.1,l/h
1468514669.037114,RPM,793.0,r/min
1468514669.037693,Consumption,2.1,l/h
1468514669.134883,RPM,796.0,r/min
1468514669.135467,Consumption,2.1,l/h
1468514669.234861,RPM,796.0,r/min
1468514669.235443,Consumption,2.1,l/h
1468514669.334822,RPM,794.0,r/min
1468514669.335398,Consumption,2.1,l/h
1468514669.436248,RPM,796.0,r/min
1468514669.436825,Consumption,2.1,l/h
1468514669.534965,RPM,796.0,r/min
1468514669.535550,Consumption,2.1,l/h
1468514669.634900,RPM,794.0,r/min
1468514669.635475,Consumption,2.1,l/h
1468514669.734807,RPM,796.0,r/min
1468514669.735387,Consumption,2.1,l/h
1468514669.836398,RPM,796.0,r/min
1468514669.836982,Consumption,2.2,l/h
1468514669.934867,RPM,794.0,r/min
1468514669.935452,Consumption,2.2,l/h
1468514670.035436,RPM,796.0,r/min
1468514670.036018,Consumption,2.2,l/h
1468514670.135352,RPM,796.0,r/min
1468514670.135928,Consumption,2.1,l/h
1468514670.236506,RPM,794.0,r/min
1468514670.237090,Consumption,2.2,l/h
1468514670.334872,RPM,797.0,r/min
1468514670.335448,Consumption,2.1,l/h
1468514670.434826,RPM,796.0,r/min
1468514670.435410,Consumption,2.2,l/h
1468514670.534836,RPM,794.0,r/min
1468514670.535412,Consumption,2.1,l/h
1468514670.635838,RPM,796.0,r/min
1468514670.636414,Consumption,2.1,l/h
1468514670.735230,RPM,796.0,r/min
1468514670.735806,Consumption,2.1,l/h
1468514670.834779,RPM,794.0,r/min
1468514670.835364,Consumption,2.2,l/h
1468514670.934989,RPM,795.0,r/min
1468514670.935565,Consumption,2.1,l/h
1468514671.037008,RPM,797.0,r/min
1468514671.037584,Consumption,2.1,l/h
1468514671.134861,RPM,794.0,r/min
1468514671.135445,Consumption,2.2,l/h
1468514671.234851,RPM,795.0,r/min
1468514671.235427,Consumption,2.1,l/h
1468514671.334858,RPM,795.0,r/min
1468514671.335442,Consumption,2.2,l/h
1468514671.437240,RPM,794.0,r/min
1468514671.437817,Consumption,2.1,l/h
